Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,79.79000091552734,80.22000122070312,79.38999938964844,79.87999725341797,67.04512023925781,1416232
2020-01-03,80.97000122070312,81.19000244140625,80.25,80.30999755859375,67.4060287475586,1622784
2020-01-06,79.7300033569336,79.87999725341797,79.2300033569336,79.7699966430664,66.95279693603516,2129260
2020-01-07,80.81999969482422,81.19999694824219,80.18000030517578,81.19999694824219,68.15300750732422,2417468
2020-01-08,81.22000122070312,81.25,80.02999877929688,80.9000015258789,67.90122985839844,1719114
2020-01-09,81.5,81.83999633789062,81.16999816894531,81.48999786376953,68.39643096923828,3014295
2020-01-10,81.62999725341797,82.5,81.6050033569336,82.5,69.244140625,2875353
2020-01-13,82.0999984741211,82.58000183105469,81.7300033569336,82.4800033569336,69.22736358642578,1434635
2020-01-14,82.95999908447266,83.5199966430664,82.7699966430664,83.16999816894531,69.8064956665039,2703855
2020-01-15,83.0999984741211,83.7699966430664,83.0999984741211,83.66000366210938,70.21776580810547,2039328
2020-01-16,84.0,84.45999908447266,83.87999725341797,84.45999908447266,70.88921356201172,3058484
2020-01-17,84.73999786376953,84.95999908447266,84.01000213623047,84.05000305175781,70.54508972167969,2401336
2020-01-20,84.0,84.4000015258789,83.83000183105469,83.93000030517578,70.44438171386719,1980399
2020-01-21,83.87999725341797,83.87999725341797,83.19999694824219,83.4800033569336,70.06669616699219,1923944
2020-01-22,83.5,84.55999755859375,83.48999786376953,84.44999694824219,70.88082122802734,3656698
2020-01-23,84.44000244140625,84.94999694824219,84.26000213623047,84.5199966430664,70.93958282470703,2105704
2020-01-24,84.9000015258789,85.4000015258789,84.7699966430664,84.94000244140625,71.29209899902344,2839291
2020-01-28,83.69999694824219,84.06999969482422,83.54000091552734,84.0199966430664,70.51991271972656,2273413
2020-01-29,84.44000244140625,84.86000061035156,84.16000366210938,84.61000061035156,71.0151138305664,1877335
2020-01-30,84.83999633789062,85.44000244140625,84.68000030517578,85.44000244140625,71.71175384521484,3176161
2020-01-31,85.56999969482422,85.97000122070312,84.9000015258789,85.26000213623047,71.56067657470703,6713764
2020-02-03,84.1500015258789,84.94999694824219,84.05999755859375,84.55000305175781,70.9647445678711,2139581
2020-02-04,84.4000015258789,84.69000244140625,83.96499633789062,84.30999755859375,70.76332092285156,2564013
