,Country,Year,Calories,Fat,Protein,Fruit,Sugar,Veg,Obesity,Continent,ObesityRateCategory
433,Bulgaria,2014,2865.0,88.2,85.5,41.4,34.1,67.8,56.07,Eastern Europe,Medium
434,Bulgaria,2015,2753.0,92.6,81.7,49.7,34.0,76.8,56.5,Eastern Europe,Medium
435,Bulgaria,2016,2818.0,92.6,85.1,49.4,34.5,93.1,56.92,Eastern Europe,Medium
436,Bulgaria,2017,2826.0,93.4,85.5,53.7,34.5,90.8,57.31,Eastern Europe,Medium
437,Bulgaria,2018,2872.0,106.3,83.6,58.6,34.6,96.6,57.69,Eastern Europe,Medium
438,Bulgaria,2019,2853.0,115.3,81.1,60.3,37.4,99.1,58.06,Eastern Europe,Medium
439,Bulgaria,2020,2894.0,125.8,78.8,59.4,37.7,87.0,58.37,Eastern Europe,Medium
440,Peru,2010,2606.0,51.2,76.5,127.2,21.7,67.8,53.13,South America,Low
441,Peru,2011,2616.0,53.1,77.7,121.0,21.7,68.4,54.43,South America,Low
442,Peru,2012,2681.0,54.9,81.3,125.4,22.0,72.4,55.73,South America,Medium
443,Peru,2013,2713.0,56.2,82.0,134.7,22.2,70.6,57.02,South America,Medium
444,Peru,2014,2748.0,57.1,84.7,131.0,21.9,70.7,58.3,South America,Medium
445,Peru,2015,2772.0,57.2,86.2,130.6,22.6,69.9,59.55,South America,Medium
446,Peru,2016,2756.0,58.6,86.3,133.9,22.7,66.4,60.79,South America,Medium
447,Peru,2017,2765.0,58.9,87.1,123.0,22.8,67.2,62.02,South America,Medium
448,Peru,2018,2795.0,60.1,89.8,123.3,22.7,67.3,63.22,South America,Medium
449,Peru,2019,2833.0,65.0,92.2,129.3,22.1,62.9,64.41,South America,Medium
450,Peru,2020,2844.0,64.6,91.7,129.9,21.7,57.8,65.6,South America,High
451,Croatia,2010,2971.0,104.4,80.7,98.6,53.8,69.2,62.28,Eastern Europe,Medium
452,Croatia,2011,2998.0,105.3,81.7,100.2,52.2,71.9,62.99,Eastern Europe,Medium
453,Croatia,2012,2995.0,114.0,83.6,87.0,46.9,60.1,63.69,Eastern Europe,Medium
454,Croatia,2013,3059.0,118.5,84.4,98.4,43.2,70.4,64.39,Eastern Europe,Medium
455,Croatia,2014,2977.0,108.2,84.8,76.9,56.9,62.8,65.09,Eastern Europe,High
456,Croatia,2015,3047.0,111.8,87.8,85.5,52.2,76.9,65.78,Eastern Europe,High
457,Croatia,2016,3128.0,115.2,89.8,68.5,53.9,263.2,66.46,Eastern Europe,High
458,Croatia,2017,3063.0,114.3,90.7,67.5,61.4,255.6,67.13,Eastern Europe,High
459,Croatia,2018,3097.0,115.7,92.1,81.0,59.7,301.9,67.8,Eastern Europe,High
460,Croatia,2019,3137.0,121.7,94.5,68.7,86.1,287.4,68.46,Eastern Europe,High
461,Croatia,2020,3161.0,120.0,94.5,76.1,79.7,349.9,69.11,Eastern Europe,High
