Date,Profit/Loss
2020-09-16,-4572.729119076364
2020-09-17,-2400.309044579073
2020-09-18,-4693.38422658245
2020-09-21,4344.735459096613
2020-09-22,2319.86532691514
2020-09-23,-6289.119997654954
2020-09-24,1475.0806635664485
2020-09-25,5444.28298935722
2020-09-28,3593.826227332029
2020-09-29,-1166.6746928921784
2020-09-30,2306.4754889541946
2020-10-01,1314.1618212691974
2020-10-02,-5055.44377000886
2020-10-05,4666.552205711487
2020-10-06,-4478.832749512658
2020-10-07,2574.6700697862834
2020-10-08,-147.50806635664776
2020-10-09,2681.9248703415506
2020-10-12,9963.400411640701
2020-10-13,-4425.221052719717
2020-10-14,120.71792144485516
2020-10-15,-643.6858381787315
2020-10-16,-2266.253630122228
2020-10-19,-4076.509471295052
2020-10-20,2051.691684062651
2020-10-21,-858.226846258709
2020-10-22,-1501.8917464578117
2020-10-23,-952.0813398631872
2020-10-26,13.421244930388639
2020-10-27,2078.502766954014
2020-10-28,-7241.2327444875555
2020-10-29,5524.789520959981
2020-10-30,-8662.64936631205
2020-11-02,-120.69698346528457
2020-11-03,2239.4111402614217
2020-11-04,6047.778375673428
2020-11-05,5471.125479218026
2020-11-06,-181.32290342776105
2020-11-09,-3183.5883928216062
2020-11-10,-470.1309251865314
2020-11-11,4728.340183542343
2020-11-12,-376.1298657247389
2020-11-13,67.16903859080048
2020-11-16,1397.023875578132
2020-11-17,-1222.3906566359801
2020-11-18,-1826.8910659734684
2020-11-19,819.4392390300636
2020-11-20,-1746.2693754828942
2020-11-23,-4688.055510771519
2020-11-24,1773.101396353828
2020-11-25,1155.2320870350231
2020-11-27,752.2178554902493
2020-11-30,3304.5052250728186
2020-12-01,4929.83683032493
2020-12-02,483.583577086305
2020-12-03,-188.0544638725696
2020-12-04,-926.8615434222156
2020-12-07,2014.893184896995
2020-12-08,846.2921978806844
2020-12-09,-3492.549219955603
2020-12-10,1961.1977361856843
2020-12-11,-1114.9160072948143
2020-12-14,-846.28172889087
2020-12-15,8194.02597565751
2020-12-16,-94.04293542099185
2020-12-17,1195.5272287956032
2020-12-18,-2740.289488506096
2020-12-21,2108.9465893078013
2020-12-22,4902.952464504866
2020-12-23,-1235.7804945969547
2020-12-24,1356.7182648277667
2020-12-28,6340.292419823265
2020-12-29,-2444.80225125156
2020-12-30,-1544.762259710522
2020-12-31,-1383.5607546885149
2021-01-04,-4405.968580467801
2021-01-05,2149.231262078596
2021-01-06,-5923.846474358317
2021-01-07,5802.950580086763
2021-01-08,1517.8988318701158
2021-01-11,-4123.881650164054
2021-01-12,-241.77085056353826
2021-01-13,2807.4689960866817
2021-01-14,-2659.6887359950924
2021-01-15,-2377.622743670974
2021-01-19,926.8615434222447
2021-01-20,5641.770013044355
2021-01-21,6501.472986865614
2021-01-22,2955.2701941579
2021-01-25,5171.6181498782535
2021-01-26,322.3820720643271
2021-01-27,-1477.6141590993211
2021-01-28,-6676.095736817981
2021-01-29,-6891.024097520742
2021-02-01,2928.3230143990368
2021-02-02,1141.8317800842342
2021-02-03,-1410.4869964677491
2021-02-04,4634.307717111165
2021-02-05,-571.7534092265414
2021-02-08,201.80024748691358
2021-02-09,-1210.7386709826824
2021-02-10,-834.0853557676601
2021-02-11,-349.7898873746162
2021-02-12,322.8427076157823
2021-02-16,-2932.6571761784435
2021-02-17,-3161.42554140382
2021-02-18,-1520.2124786170898
2021-02-19,215.2843063561304
2021-02-22,-5206.291444113391
2021-02-23,-188.34759558713995
2021-02-24,-686.1166538595862
2021-02-25,-5865.450449224358
2021-02-26,363.24253927438986
2021-03-01,8784.738725421455
2021-03-02,-3591.9104021976527
2021-03-03,-4116.6057022493915
2021-03-04,-2596.4141616119014
2021-03-05,1735.4235020445776
2021-03-08,-6807.157020190498
2021-03-09,6363.209038507048
2021-03-10,-1493.2652988582558
2021-03-11,2663.6878901007294
2021-03-12,-1251.1385026413482
2021-03-15,3982.0582452717063
2021-03-16,2125.571345118631
2021-03-17,-1089.6962108538428
2021-03-18,-5690.545036547235
2021-03-19,-726.4955475386232
2021-03-22,4573.99586684283
2021-03-23,-1143.485880473454
2021-03-24,-3295.972998381505
2021-03-25,672.6744709495979
2021-03-26,834.0644177880604
2021-03-29,242.13726520675118
2021-03-30,-2004.455602061149
2021-03-31,3026.8780844261055
2021-04-01,1143.5068184530828
2021-04-05,3901.3318648830173
2021-04-06,417.0426778838155
2021-04-07,2273.540047026705
2021-04-08,3309.3837743220793
2021-04-09,3551.6047914472583
2021-04-12,-2367.708610325353
2021-04-13,4291.406425028428
2021-04-14,-3228.678331913048
2021-04-15,3322.8154882423114
2021-04-16,-457.3273506546393
2021-04-19,914.8012671665347
2021-04-20,-2327.3611236157303
2021-04-21,524.6848310619534
2021-04-22,-2098.69744828844
2021-04-23,3201.835842052271
2021-04-26,538.0851380126842
2021-04-27,-443.94798168345005
2021-04-28,-1089.6333969150146
2021-04-29,-134.54745697768521
2021-04-30,-2717.4984976999694
2021-05-03,1452.9282811384473
2021-05-04,-6309.419368887437
2021-05-05,336.3162974952138
2021-05-06,2206.276787527633
2021-05-07,929.8242675371584
2021-05-10,-4527.848559781094
2021-05-11,-1266.7268284613965
2021-05-12,-4231.387706474634
2021-05-13,2964.681815992837
2021-05-14,3341.984208575799
2021-05-17,-1590.145330516476
2021-05-18,-1913.5428945919266
2021-05-19,-215.60884504011483
2021-05-20,3530.624935877451
2021-05-21,-2533.443187933037
2021-05-24,2250.4349865264085
2021-05-25,-269.49273556796834
2021-05-26,-67.37841838691384
2021-05-27,-2115.6886187424243
2021-05-28,-902.8770877782954
2021-06-01,-444.6808109698468
2021-06-02,1051.097045441711
2021-06-03,-2048.320669345325
2021-06-04,3166.7961331739207
2021-06-07,13.473589879431529
2021-06-08,1131.969991687598
2021-06-09,525.5746951953915
2021-06-10,-1374.5364854763902
2021-06-11,1670.9764008031925
2021-06-14,4217.893178615632
2021-06-15,-1131.969991687627
2021-06-16,687.2996497076238
2021-06-17,2209.993278908514
2021-06-18,-1792.2491787077452
2021-06-21,2479.5174214459257
2021-06-22,2263.939983375254
2021-06-23,-377.34426854219055
2021-06-24,-390.765513472521
2021-06-25,-404.2914483009954
2021-06-28,2250.4349865264085
2021-06-29,2088.730969993805
2021-06-30,849.0141352300125
2021-07-01,417.73363121098373
2021-07-02,3624.9086580639705
2021-07-06,2776.041088691185
2021-07-07,3436.341213690932
2021-07-08,-1792.2491787077452
2021-07-09,2519.8858461351483
2021-07-12,-821.9832035527506
2021-07-13,1536.1776880701946
2021-07-14,4730.0152219111915
2021-07-15,-902.8247428292816
2021-07-16,-2816.451389339636
2021-07-19,-5309.431931675179
2021-07-20,4986.023898609914
2021-07-21,-1010.7181517626741
2021-07-22,1886.6375907923211
2021-07-23,2371.707764430961
2021-07-26,579.4376477436163
2021-07-27,-2991.597588782286
2021-07-28,-2412.1808790182695
2021-07-29,889.3825599192642
2021-07-30,296.5236672452884
2021-08-02,-458.1858078186633
2021-08-03,2479.517421445955
2021-08-04,-552.4695300051826
2021-08-05,148.2408956430154
2021-08-06,-944.7425780096673
2021-08-09,-67.46217030534171
2021-08-10,-661.3051480210561
2021-08-11,350.8577243347245
2021-08-12,4089.271169867745
2021-08-13,283.47930594786885
2021-08-16,2726.1249452995253
2021-08-17,-1255.1481257367413
2021-08-18,-5168.875274549297
2021-08-19,458.83488518663216
2021-08-20,2010.8835618015728
2021-08-23,2051.4194903277094
2021-08-24,-121.4612197210663
2021-08-25,-1700.4989520541567
2021-08-26,-1106.676912318042
2021-08-27,1430.5665189143328
2021-08-30,6100.112855710089
2021-08-31,-1740.9511286618072
2021-09-01,917.7116463324055
2021-09-02,1538.564617745753
2021-09-03,877.2175937654683
2021-09-07,3225.579510930693
2021-09-08,-2132.4075954614964
2021-09-09,-1403.5565252166707
2021-09-10,-6882.921099411411
2021-09-13,782.7663677421224
2021-09-14,-1929.9373326270143
2021-09-15,1228.1381320391083
2021-09-16,-323.9105445758905
2021-09-17,-3684.3725201580382
2021-09-20,-4210.732389588811
2021-09-21,661.3051480210561
2021-09-22,3266.0107495587436
2021-09-23,1322.6102960421122
2021-09-24,121.48215770063689
2021-09-27,-2091.9135428945883
2021-09-28,-4669.546336795756
2021-09-29,1241.6431288878957
2021-09-30,-1794.9920540367602
2021-10-01,1552.0068006557703
2021-10-04,-4737.029445080727
2021-10-05,2658.6627749941836
2021-10-06,1201.149076321075
2021-10-07,1740.951128661778
2021-10-08,-526.3389314511151
2021-10-11,-121.4612197210954
2021-10-12,-1754.4351875309949
2021-10-13,-809.7763614397845
2021-10-14,3846.369668405241
2021-10-15,1457.5136986731668
2021-10-18,2307.805050659459
2021-10-19,2982.6361335089314
2021-10-20,674.7473309310153
2021-10-21,296.9424268374569
2021-10-22,-1066.1619217715343
2021-10-25,-67.5459222237696
2021-10-26,917.7744602712046
2021-10-27,-634.3370302825933
2021-10-28,5020.508751028596
2021-10-29,-3738.371569573792
2021-11-01,-1133.6450300565048
2021-11-02,1430.5455809347332
2021-11-03,1983.8945060835395
2021-11-04,-715.2832594571519
2021-11-05,729.8770312457636
2021-11-08,-1135.3619443845528
2021-11-09,500.14551895830664
2021-11-10,-3906.042910295422
2021-11-11,-67.60873616259778
2021-11-12,2865.341571730358
2021-11-15,13.525934828445315
2021-11-16,1351.5465838639648
2021-11-17,3365.4242767498363
2021-11-18,5919.774037324067
2021-11-19,3622.2285966737836
2021-11-22,635.2164254262461
2021-11-23,527.1136366967112
2021-11-24,716.3301584376604
2021-11-26,-6933.549134109839
2021-11-29,4635.899003561528
2021-11-30,6838.909466269979
2021-12-01,-716.3301584376895
2021-12-02,-1365.0934566719807
2021-12-03,-2594.969441018766
2021-12-06,4703.382111846498
2021-12-07,7920.104857401922
2021-12-08,5271.157304947032
2021-12-09,-702.8042236092442
2021-12-10,6609.115140043665
2021-12-13,-5014.290171084256
2021-12-14,-1905.6702142583672
2021-12-15,6717.259804732399
2021-12-16,-9515.013578279788
2021-12-17,-1513.732173927623
2021-12-20,-1878.6811585402756
2021-12-21,4379.073745657981
2021-12-22,3581.5879782496486
2021-12-23,865.0316896321601
2021-12-27,5473.836947577598
2021-12-28,-1405.6293851980881
2021-12-29,121.62872355792206
2021-12-30,-1594.8459069390374
2021-12-31,-851.4638788444863
2022-01-03,6000.88777033551
2022-01-04,-3122.062139735848
2022-01-05,-6460.539236726938
2022-01-06,-3946.474148923444
2022-01-07,229.7524502670567
2022-01-10,27.030931677261833
2022-01-11,3906.001034336223
2022-01-12,608.2064317285549
2022-01-13,-4514.207466064778
2022-01-14,1189.3609938002483
2022-01-18,-4419.6096741841175
2022-01-19,-4825.073649343278
2022-01-20,-2324.660124245973
2022-01-21,-2838.289702073467
2022-01-24,-1067.753208221955
2022-01-25,-2486.845714309631
2022-01-26,-121.62872355795116
2022-01-27,-635.2792393651034
2022-01-28,15015.860519555048
2022-01-31,6014.455581123155
2022-02-01,-229.7733882466855
2022-02-02,1662.4127671424649
2022-02-03,-3973.567894539563
2022-02-04,-392.4405518413987
2022-02-07,-987.8957539871044
2022-02-08,4289.877952516836
2022-02-09,1962.2865111254214
2022-02-10,-5629.699267798831
2022-02-11,-4709.370374015125
2022-02-14,324.8108776992012
2022-02-15,5291.278703352786
2022-02-16,-324.78993971960153
2022-02-17,-4966.488763633242
2022-02-18,-2138.228353793209
2022-02-22,-4032.780500878376
2022-02-23,-5751.4536192344385
2022-02-24,3613.2671414004
2022-02-25,2855.4169693949807
2022-02-28,365.38868218447897
2022-03-01,-2598.319517756434
2022-03-02,4547.017280114553
2022-03-03,-446.56522913475055
2022-03-04,-4141.050793444738
2022-03-07,-5237.154026059405
2022-03-08,-2517.1220328265626
2022-03-09,7456.558926802914
2022-03-10,-5995.046074024111
2022-03-11,-5128.946547431842
2022-03-14,-5561.985841738206
2022-03-15,6049.170751317521
2022-03-16,6089.790431762114
2022-03-17,1393.8622406569484
2022-03-18,4547.038218094211
2022-03-21,1894.6149610239663
2022-03-22,4655.2875726809725
2022-03-23,1881.0680882158922
2022-03-24,5223.690905169817
2022-03-25,879.5835854615434
2022-03-28,1190.9313422710402
2022-03-29,4547.017280114582
2022-03-30,-1610.4237637693295
2022-03-31,-4276.372955668048
2022-04-01,-405.9664866698149
2022-04-04,5589.037711395067
2022-04-05,-4574.090087751043
2022-04-06,-4371.075437446736
2022-04-07,419.47148351866053
2022-04-08,-2774.1985464854515
2022-04-11,-5873.270784608932
2022-04-12,2584.772644948389
2022-04-13,3707.969623179204
2022-04-14,-6915.249339930218
2022-04-18,-297.7380700626527
2022-04-19,3153.196915416862
2022-04-20,-230.1293339000258
2022-04-21,-1096.1241705942666
2022-04-22,-6265.711336450331
2022-04-25,1475.1225395256479
2022-04-26,-8228.018785555323
2022-04-27,-311.2011909522698
2022-04-28,9567.714472959633
2022-04-29,-8106.201620180887
2022-05-02,419.5552354370884
2022-05-03,2056.9471169448807
2022-05-04,8850.46304341915
2022-05-05,-12517.81298615376
2022-05-06,1002.8664094086853
2022-05-09,-7074.524550827977
2022-05-10,3320.4285585666657
2022-05-11,-10855.735226685065
2022-05-12,-5339.750126151339
2022-05-13,6166.486251075694
2022-05-16,-2127.822177926777
2022-05-17,5014.520488859969
2022-05-18,-11411.366391611431
2022-05-19,-4702.774910437787
2022-05-20,325.2505752709985
2022-05-23,7481.077300926932
2022-05-24,-3726.9603706859925
2022-05-25,216.83371684732265
2022-05-26,4418.123077631753
2022-05-27,7941.922232156154
2022-05-31,-1084.2104601958417
2022-06-01,-176.17216044352972
2022-06-02,3388.162922606949
2022-06-03,-7901.197861813562
2022-06-06,1029.9601550248044
2022-06-07,3483.07478418175
2022-06-08,-1016.4551581759297
2022-06-09,-7210.0560928473715
2022-06-10,-7467.5304281189165
2022-06-13,-7115.16516925217
2022-06-14,1192.6273186195176
2022-06-15,3618.522574282717
2022-06-16,-7277.8113948672835
2022-06-17,2032.9731302907749
2022-06-21,5841.235675804724
2022-06-22,-704.7933316722629
2022-06-23,3957.4247122598463
2022-06-24,4594.37898999374
2022-06-27,0.0
2022-06-28,-5719.251006593404
2022-06-29,2425.8743176835997
2022-06-30,-3401.6888574353943
2022-07-01,2995.1779832956963
2022-07-05,3564.335083050508
2022-07-06,1843.170345120714
2022-07-07,4648.587419205578
2022-07-08,935.1320453683729
2022-07-11,-2940.92767812463
2022-07-12,1341.7057334469573
2022-07-13,-501.44367369415704
2022-07-14,4038.6850111285166
2022-07-15,2303.9943383703067
2022-07-18,-4201.33123674363
2022-07-19,5326.203253343265
2022-07-20,2764.7136417218426
2022-07-21,3130.688587335433
2022-07-22,-1707.6388031013194
2022-07-25,-1545.0135154658637
2022-07-26,-1829.6025343330402
2022-07-27,7033.9048703835
2022-07-28,758.8970709860441
2022-07-29,6993.222376000107
2022-08-01,-1355.2526062550314
2022-08-02,-2032.9312543315464
2022-08-03,8294.287491022871
2022-08-04,-433.7302476335026
2022-08-05,-312.122462055122
2022-08-08,-651.4433596244489
2022-08-09,67.88092989756842
2022-08-10,5862.92742268127
2022-08-11,-1017.8998787691235
2022-08-12,4899.361601001729
2022-08-15,1479.268259488541
2022-08-16,-217.14778654149268
2022-08-17,2062.8306892154505
2022-08-18,-542.7961834250891
2022-08-19,-3569.339260177454
2022-08-22,-5360.729981721146
2022-08-23,-461.47307061750325
2022-08-24,407.15995150763774
2022-08-25,3392.873968019354
2022-08-26,-8699.353644569434
2022-08-29,-3040.0480736011523
2022-08-30,-3352.128659697104
2022-08-31,-2293.6091004834743
2022-09-01,1004.3111300017918
2022-09-02,-2917.895900552947
2022-09-06,-1737.1613543522835
2022-09-07,1940.762268085702
2022-09-08,-2035.7578815789602
2022-09-09,3949.300776170945
2022-09-12,8224.354639123485
2022-09-13,-13015.090001905395
2022-09-14,1995.0125732567685
2022-09-15,-3990.025146513537
2022-09-16,-2266.4734789081267
2022-09-19,5130.056260351208
2022-09-20,3284.310543738393
2022-09-21,-4315.757295315561
2022-09-22,-1329.980464865017
2022-09-23,-3135.0436870944395
2022-09-26,461.4102566787042
2022-09-27,1343.611089591519
2022-09-28,-2605.7315625386254
2022-09-29,-9988.693491010286
2022-09-30,-5808.593365591776
2022-10-03,5767.9108712083835
2022-10-04,4953.653782131965
2022-10-05,407.07619958918076
2022-10-06,-1316.4126540773432
2022-10-07,-7247.200068676582
2022-10-10,447.86338387060096
2022-10-11,-1954.3300788733468
2022-10-12,-868.5702081863419
2022-10-13,6310.811744531529
2022-10-14,-6256.519563401263
2022-10-17,5469.356219940906
2022-10-18,1818.5472810986685
2022-10-19,149.28779462355305
2022-10-20,-637.8546108571754
2022-10-21,5265.776244187087
2022-10-24,2958.620270895597
2022-10-25,3922.12327863634
2022-10-26,-4057.864200451848
2022-10-27,-6175.028946756822
2022-10-28,14847.267907730507
2022-10-31,-3257.195860142703
2022-11-01,-3650.7670628830383
2022-11-02,-7627.182522649673
2022-11-03,-8346.527750151261
2022-11-04,-367.0009066145285
2022-11-07,734.0227512085985
2022-11-08,788.4824361758074
2022-11-09,-6294.061360843043
2022-11-10,16312.884604513005
2022-11-11,3847.1234356711793
2022-11-14,-1930.3560922192119
2022-11-15,2392.561992123141
2022-11-16,-1699.284549236705
2022-11-17,2623.7172870241047
2022-11-18,774.8099354900478
2022-11-21,-4458.826509994746
2022-11-22,2949.8891333979846
2022-11-23,1209.8802138186584
2022-11-25,-4023.839983584621
2022-11-28,-5288.096130452002
2022-11-29,-4146.18059844934
2022-11-30,9325.503924824297
2022-12-01,380.6524693206302
2022-12-02,-679.6886941191624
2022-12-05,-1604.0795559473336
2022-12-06,-5057.003649489867
2022-12-07,-2678.0304061339993
2022-12-08,2324.5554343479453
2022-12-09,-666.0790073722601
2022-12-12,3167.3928655928175
2022-12-13,1332.2208286833775
2022-12-14,-3072.271624221903
2022-12-15,-9121.609879376338
2022-12-16,-2705.2079036685464
2022-12-19,-2909.122887096106
2022-12-20,-95.1631173301721
2022-12-21,4282.109962081333
2022-12-22,-4377.252141431847
2022-12-23,-502.9930841853202
2022-12-27,-2487.7041714736843
2022-12-28,-5424.035963073809
2022-12-29,4853.078197072464
2022-12-30,435.0074643897242
2023-01-03,-6606.728210368077
2023-01-04,1753.6500132955844
2023-01-05,-1821.6042261217954
2023-01-06,6253.242769592209
2023-01-09,720.5177543598111
2023-01-10,788.4405602165498
2023-01-11,3751.981256320665
2023-01-12,-108.7728040770453
2023-01-13,1835.192974889098
2023-01-17,1604.1004939269624
2023-01-18,-992.3555436441966
2023-01-19,81.5743685628986
2023-01-20,3534.4356481665745
2023-01-23,4404.4924529052805
2023-01-24,1930.356092219241
2023-01-25,-910.8021130608977
2023-01-26,2854.746954047383
2023-01-27,2678.0304061339993
2023-01-30,-3983.052799303172
2023-01-31,1753.6186063261994
2023-02-01,1549.7245608782396
2023-02-02,7327.22502674826
2023-02-03,5002.585840481945
2023-02-06,-3765.549067108339
2023-02-07,3969.4640505358984
2023-02-08,-3711.2150100188446
2023-02-09,-1427.3630080339208
2023-02-10,503.7677894309454
2023-02-13,3866.6376326682803
2023-02-14,-884.9855842010293
2023-02-15,2899.9311140470963
2023-02-16,-2205.585834200494
2023-02-17,-1579.2889880884031
2023-02-21,-5541.257241923682
2023-02-22,585.4049719326722
2023-02-23,667.1259063527687
2023-02-24,-3662.3248276280647
2023-02-27,1647.358359802427
2023-02-28,-694.3452798466024
2023-03-01,-2859.1020538063894
2023-03-02,816.8743365277769
2023-03-03,6970.797799837164
2023-03-06,3812.136071741901
2023-03-07,-3036.090795454802
2023-03-08,1729.0792942225526
2023-03-09,-3104.1811051484256
2023-03-10,-2845.4923670595454
2023-03-13,2682.1133121580933
2023-03-14,2886.321427300165
2023-03-15,544.6177876511938
2023-03-16,3893.836068182427
2023-03-17,-1157.2421330776124
2023-03-20,3267.5182840907073
2023-03-21,2559.605193456431
2023-03-22,-1974.1583455646178
2023-03-23,1497.6099296274188
2023-03-24,1797.1486659366346
2023-03-27,-2682.0923741784354
2023-03-28,-857.7243347480544
2023-03-29,4247.792613499507
2023-03-30,2164.798649919074
2023-03-31,3458.116712485935
2023-04-03,1729.0792942225817
2023-04-04,-735.174340087251
2023-04-05,-2545.9745687299583
2023-04-06,1225.3533807508938
2023-04-10,-3580.708583105996
2023-04-11,-1674.598671275773
2023-04-12,-953.0340179354826
2023-04-13,7433.673715088546
2023-04-14,-476.5274779575411
2023-04-17,27.198435514146695
2023-04-18,1688.2711719615036
2023-04-19,1579.3308640476316
2023-04-20,-1334.2727506852243
2023-04-21,-2219.216458927025
2023-04-24,422.04685501076165
2023-04-25,-2123.906775739568
2023-04-26,-13.609686746902298
2023-04-27,6330.891266978084
2023-04-28,1729.0792942226108
2023-05-01,-122.52905668123276
2023-05-02,-1429.5405579133949
2023-05-03,-1484.0211808601744
2023-05-04,-2260.0664571472735
2023-05-05,10592.33544318378
2023-05-08,-95.30968318739906
2023-05-09,-2355.355202355102
2023-05-10,2437.055198795686
2023-05-11,258.6678001093096
2023-05-12,-1281.571856005292
2023-05-15,-681.6568642025813
2023-05-16,0.0
2023-05-17,845.2662368797464
2023-05-18,3217.5393267601903
2023-05-19,149.9787479507504
2023-05-22,-1308.8540434379247
2023-05-23,-3599.259633040987
2023-05-24,381.72030628082575
2023-05-25,1567.8777892006037
2023-05-26,3326.6262005314056
2023-05-30,2549.4712113249407
2023-05-31,-68.15312363248086
2023-06-01,3871.9558794893965
2023-06-02,1172.4849822341348
2023-06-05,-1867.7934091427887
2023-06-06,-504.41686679882696
2023-06-07,-1895.0965345550212
2023-06-08,3749.238380991679
2023-06-09,531.6990542314306
2023-06-12,3858.3252547629236
2023-06-13,-654.4374907088059
2023-06-14,872.5693622919789
2023-06-15,2808.5158950672485
2023-06-16,-1486.0312269027927
2023-06-20,122.69656051805941
2023-06-21,-1431.5296659764135
2023-06-22,4144.610249978548
2023-06-23,-436.284681146004
2023-06-26,-1922.3159080487676
2023-06-27,3803.760879897658
2023-06-28,1622.4002881066408
2023-06-29,463.545930599008
2023-06-30,5971.532722921402
2023-07-03,-2058.643093293358
2023-07-05,-1540.6165397475997
2023-07-06,654.3956147495483
2023-07-07,-1540.595601768
2023-07-10,-2822.16745777335
2023-07-11,-722.5696763616579
2023-07-12,2304.099028268334
