Date,Equity
2023-09-01,258651.86630681308
2023-09-05,258979.50381175967
2023-09-06,249709.7577266384
2023-09-07,242405.8576091763
2023-09-08,243252.29637291422
2023-09-11,244863.26452415343
2023-09-12,240685.76070820665
2023-09-13,237832.45847475235
2023-09-14,239921.23132070535
2023-09-15,238924.62536720026
2023-09-18,242965.61355608594
2023-09-19,244467.36920567628
2023-09-20,239579.921315073
2023-09-21,237450.1728430221
2023-09-22,238624.24911170662
2023-09-25,240385.4053906927
2023-09-26,234760.77311395959
2023-09-27,232671.97933002698
2023-09-28,233026.96183634497
2023-09-29,233736.84309706264
2023-10-02,237204.4656522918
2023-10-03,235361.42093504875
2023-10-04,237081.62252591643
2023-10-05,238788.0888021596
2023-10-06,242310.3594841724
2023-10-09,244358.15670402747
2023-10-10,243539.00012772213
2023-10-11,245463.97515918143
2023-10-12,246706.3092413965
2023-10-13,244167.0348261419
2023-10-16,243989.5435729829
2023-10-17,241846.16447620545
2023-10-18,240057.74694776646
2023-10-19,239538.96662695473
2023-10-20,236016.75875888075
2023-10-23,236180.55657337446
2023-10-24,236781.24627042285
2023-10-25,233586.6549693159
2023-10-26,227839.1586282278
2023-10-27,229654.87928207903
2023-10-30,232480.83651416193
2023-10-31,233136.17433799396
2023-11-01,237504.80003182628
2023-11-02,242419.57198582136
2023-11-03,241163.54446494096
2023-11-06,244685.77327099457
2023-11-07,248221.69551571348
2023-11-08,249682.45460122626
2023-11-09,249027.15865335346
2023-11-10,254809.57954443202
2023-11-13,252622.35631835
2023-11-14,256231.24742201186
2023-11-15,257010.4543332202
2023-11-16,259334.36069020024
2023-11-17,259306.9947508492
2023-11-20,261712.9361119435
2023-11-21,260605.65199821678
2023-11-22,261521.56297830268
2023-11-24,259689.76195611048
2023-11-27,259443.6988197268
2023-11-28,260277.55385771877
2023-11-29,258869.57941880423
2023-11-30,259662.43789271868
2023-12-01,261425.87641148226
2023-12-04,258951.57254695936
2023-12-05,264405.93717349914
2023-12-06,262902.234291805
2023-12-07,265567.89035198913
2023-12-08,267536.37450507923
2023-12-11,264077.8390330011
2023-12-12,266169.3966302423
2023-12-13,270612.1637098757
2023-12-14,270817.1884062227
2023-12-15,270078.9989970715
2023-12-18,267782.43764146295
2023-12-19,269217.79895770806
2023-12-20,266333.4247625116
2023-12-21,266128.33725222584
2023-12-22,264652.00030988274
2023-12-26,263900.1593380255
2023-12-27,264036.8424689235
2023-12-28,264624.67624649097
2023-12-29,263189.3149302458
